1462434679 1 0 0 0 0 0 0
1462435316 2 0 0 0 0 0 0
1462435828 3 0 0 0 0 0 0
1462447172 4 0 0 0 0 0 0
1463650989 5 0 0 0 0 0 0
1466146071 6 0 0 0 0 0 0
1467276492 7 0 0 0 0 0 0
1469077844 8 0 0 0 0 0 0
1469079167 9 0 0 0 0 0 0
1469695484 10 0 0 0 0 0 0
1470053735 11 0 0 0 0 0 0
1470057305 12 0 0 0 0 0 0
1473392781 13 0 0 0 0 0 0
1476251856 14 0 0 0 0 0 0
1476349568 15 0 0 0 0 0 0
1476758530 16 0 0 0 0 0 0
1478064527 17 0 0 0 0 0 0
1479215946 18 0 0 0 0 0 0
1479216048 19 0 0 0 0 0 0
1481205924 20 0 0 0 0 0 0
1481248391 21 0 0 0 0 0 0
1481250668 22 0 0 0 0 0 0
1483083232 22 0 0 0 0 0 1
1483090983 22 0 0 0 0 1 1
1483094692 22 0 0 0 1 1 1
1483536194 23 0 0 0 1 1 1
1483930706 24 0 0 0 1 1 1
1483930991 25 0 0 0 1 1 1
1483934585 26 0 0 0 1 1 1
1483934644 27 0 0 0 1 1 1
1485083663 28 0 0 0 1 1 1
1487231447 29 0 0 0 1 1 1
1487733072 30 0 0 0 1 1 1
1490582181 31 0 0 0 1 1 1
1490693982 32 0 0 0 1 1 1
1490694114 33 0 0 0 1 1 1
1490845566 34 0 0 0 1 1 1
1490845608 35 0 0 0 1 1 1
1490845664 36 0 0 0 1 1 1
1490845805 37 0 0 0 1 1 1
1493957072 38 0 0 0 1 1 1
1493957273 39 0 0 0 1 1 1
1493957368 40 0 0 0 1 1 1
1501591899 41 0 0 0 1 1 1
1506060984 42 0 0 0 1 1 1
1507787983 42 0 0 1 1 1 1
1507788518 42 0 0 2 1 1 1
1507860989 42 0 0 2 2 1 1
1507861436 43 0 0 2 2 1 1
1511169695 44 0 0 2 2 1 1
1511172603 45 0 0 2 2 1 1
1515151630 46 0 0 2 2 1 1
1522306421 47 0 0 2 2 1 1
1522308320 48 0 0 2 2 1 1
1522309953 49 0 0 2 2 1 1
1522391102 50 0 0 2 2 1 1
1526612662 51 0 0 2 2 1 1
1530196920 52 0 0 2 2 1 1
1533181943 53 0 0 2 2 1 1
1535019764 54 0 0 2 2 1 1
1535019821 55 0 0 2 2 1 1
1543228805 55 1 0 2 2 1 1
1543282896 55 2 0 2 2 1 1
1543456027 55 3 0 2 2 1 1
1543456715 55 4 0 2 2 1 1
1543471134 55 4 1 2 2 1 1
1543475857 55 5 1 2 2 1 1
1543565665 55 6 1 2 2 1 1
1543576615 55 7 1 2 2 1 1
1543740639 55 8 1 2 2 1 1
1543828805 55 9 1 2 2 1 1
1543829680 55 10 1 2 2 1 1
1543830393 55 11 1 2 2 1 1
1543830981 55 11 2 2 2 1 1
1543839361 55 12 2 2 2 1 1
1544066463 55 13 2 2 2 1 1
1544067548 55 14 2 2 2 1 1
1544067566 55 15 2 2 2 1 1
1544075608 55 16 2 2 2 1 1
1544075651 55 17 2 2 2 1 1
1544078866 55 18 2 2 2 1 1
1544078909 55 19 2 2 2 1 1
1544079112 55 20 2 2 2 1 1
1544166802 55 21 2 2 2 1 1
1544168015 55 22 2 2 2 1 1
1545981906 55 23 2 2 2 1 1
1545983982 55 24 2 2 2 1 1
1545984165 55 25 2 2 2 1 1
1545984255 55 26 2 2 2 1 1
